"id","href","album_id","key","track_number","artists_id","energy","loudness","valence","danceability","playlist","speechiness","popularity","liveness","tempo","duration_ms","acousticness","available_markets","lyrics","disc_number","instrumentalness","preview_url","name"
"5Nkb9ux4VIUED4tjG1Z3KS","https://api.spotify.com/v1/tracks/5Nkb9ux4VIUED4tjG1Z3KS","2gmXofrxV7nsSmZZ87nmPM","0.0","1.0","['1mcTU81TzQhprhouKaTkpq', '2wYOpkTJZGByNEOjEnSmoW']","0.687","-5.015","0.501","0.841","Trap Luv","0.0489","58.0","0.101","129.943","225034.0","0.159","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""


Yeh
Ra' Rauw
Ra’ Rauw
Jaja

Que bien te ves
¿De dónde viene tu belleza?
Mi mente no procesa
Entrégame tu desnudez
¿Qué tiene tu cuerpo?
De preso mi condena es por ti
Mami, que bien te ves
¿De dónde viene tu belleza?
Mi mente no procesa
Entrégame tu desnudez
¿Qué tiene tu cuerpo?
De preso mi condena es por ti

Mami, que bien te ves
Que bien te ves
Que bien te ves
Que bien te ves
Que bien te ves

Un SnapChat me envía, seduciéndome (Ey)
La Loto me saqué
Ninfomaniáca e' (Ja)
Aquí azotamo' a la’ bad girl' (Wuh)
Dale castigo como El Father (Ah)
Dime si le caemo' al motel
Que esta bellaquera tiene' que resolver
Trajo la soga, pa' que la amarrara
A la cama, y cuando llegue la hora
Que la matara, aunque me ruegue
Que la perdone y le ponga condiciones
Ahora pórtate bien y haz lo que te mencione

Es que me ponen mal las cosas que tú me haces
De tu droga ya quiero consumir (Yeh-yeh)
Lo rico que está, y ella muy bien lo sabe
No me queda más sólo que decir

Que bien te ves
¿De dónde viene tu belleza?
Mi mente no procesa
Entrégame tu desnudez
¿Qué tiene tu cuerpo?
De preso mi condena es por ti

Mami, que bien te ves
Que bien te ves
Que bien te ves
Que bien te ves
Que bien te ves

Sé que te viniste con lo que te hice
Tú me avisa', que te lo vuelvo a hacer
Tú también te luciste, como te lo comiste
Sólo avisa, te lo doy otra vez

Es que me ponen mal las cosas que tú me haces
De tu droga ya quiero consumir (Yeh-yeh)
Lo rico que está, y ella muy bien lo sabe
No me queda más sólo que decir

Que bien te ves
¿De dónde viene tu belleza?
Mi mente no procesa
Entrégame tu desnudez
¿Qué tiene tu cuerpo?
De preso mi condena es por ti
Mami, que bien te ves
¿De dónde viene tu belleza?
Mi mente no procesa
Entrégame tu desnudez (Eh-eh, eh-eh)
¿Qué tiene tu cuerpo?
De preso mi condena es por ti
Mami, que bien te ves

Ra' Rauw Alejandro, yeah
Ra' Rauw (Que bien te ves)
Con Revol
Dímelo Revol (Que bien te ves)
Duars Entertainment
Con Los Sensei (Que bien te ves)
Sensei Colla
(Que bien te ves)
""","1.0","4.3e-05","https://p.scdn.co/mp3-preview/52d4b831b685893eb559e63bb4676635678fd5aa?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Que Bien Te Ves"
"126x7SdXVva2Dqh2is2CEe","https://api.spotify.com/v1/tracks/126x7SdXVva2Dqh2is2CEe","3GDVXxls9bIfaqQMYzoOqf","2.0","5.0","['7MiDcPa6UiV3In7lIM71IN']","0.821","-2.173","0.853","0.84","Potência Sertaneja","0.0422","72.0","0.49","117.099","151033.0","0.394","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""


É claro, tá na cara que é saudade
Quando você invade meus sonhos e meus pensamentos
Eu leio e releio suas mensagens
Aí é sacanagem, não nego que te quero e me rendo
É claro, tá na cara que é saudade
Quando você invade meus sonhos e meus pensamentos
Eu leio e releio suas mensagens
Aí é sacanagem, não nego que te quero e me rendo

Eu sinto falta mesmo, mas deixo em segredo só pra você vir adivinhar
Que eu deixei você ir, só pra ver voltar

De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão
De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão

É claro, tá na cara que é saudade
Quando você invade meus sonhos e meus pensamentos
Eu leio e releio suas mensagens
Aí é sacanagem, não nego que te quero e me rendo
Me rendo, me rendo pra você
É Lucca e Mateus e o MM explicando esse rolê
Dieguinho no beat, aí não tem igual
Enquanto isso ela só quer vrau, só quer vrau

Eu sinto falta mesmo, mas deixo em segredo só pra você vir adivinhar
Que eu deixei você ir, só pra ver voltar

De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão
De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão
De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão
De calça jeans toda rasgada, chega empolgada
Falando horas e eu te dando atenção
A cama não para arrumada, nossa balada
Começa cedo e vira a noite no colchão
""","1.0","0.0","https://p.scdn.co/mp3-preview/f72799c3c7c8918351958ee4f13fe27659ff3a41?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Carrinho Na Areia - Ao Vivo"
"19HbHPbaMRIObMvDvzbh2p","https://api.spotify.com/v1/tracks/19HbHPbaMRIObMvDvzbh2p","0SRWugfnuPt6wiJM1Gq2He","0.0","1.0","['37ULlrn82hkuT8wp7rwyAX', '2wSTR9z8MUOnzfxpjzKSvz']","0.711","-7.807","0.132","0.516","Bangers","0.0377","23.0","0.154","127.961","225500.0","0.00121","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Call me a pervert, call me a freak
I want every part of you inside every part of me
Call me a pervert, call me a freak
I want every part of you inside every part of me

Go 'head let me watch you (Watch you), watch you watching me (Me)
Let me call you baby (Uh), let me call you queen (Queen)
Let me breathe in for you, let me be obscene
Let me tell you way too much about me, my queen
I want every part of you inside every part of me
Mi rumba

I own what I have, I have what I want, I want you
I want what I have, I want to, I want to own you
I own what I have, I have what I want, I want you
I want what I have, I want to, I want to own you

Mi rumba
Danza con mi rumba
Mi rumba
Danza con mi rumba
Mi rumba
Danza con mi rumba (Danza con mi rumba)
Mi rumba
Danza con mi rumba

Let me watch you half slow motion like the rumba
We can wake your body like they do it in Cuba
What I do to you, what I do to you (Yeah)
You gon' feel exhausted like you shoppin' in Shibuya

Go 'head let me watch you (Woo), watch you watching me (Me)
Let me call you baby (Uh), let me call you queen (Queen)
Let me breathe in for you, let me be obscene
Let me tell you way too much about me, my queen
(My queen, my queen, my queen, my queen)
(My queen, my queen, my queen, my queen)

You can be the one to lead and carve yourself into me
You can put me in a bind 'cause I'm already free
We can lap it up, lick it up, every last drop
I love looking like an animal feed
I'm a woman with an appetite
Not afraid to say what I need

Mi rumba
Danza con mi rumba
Mi rumba
Danza con mi rumba
Mi rumba
Danza con mi rumba (Danza con mi rumba)
Mi rumba
Danza con mi rumba
""","1.0","0.00383","https://p.scdn.co/mp3-preview/75401ddca03667db4e7964a9c26239ffa5b03793?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Dimensions"
"1Y3A3GwRtIQ6uRyHCcRqQV","https://api.spotify.com/v1/tracks/1Y3A3GwRtIQ6uRyHCcRqQV","0F76Go2Z7KZjxYIzQMrjOl","4.0","1.0","['48XgWMevIvFi72xQFN2qqb']","0.535","-12.514","0.458","0.219","In the Name of the Blues","0.0747","34.0","0.304","185.039","299015.0","0.604","""['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Ain't this a pity?
People need sit down and cry in shame
Oh yes, ain't this a pity?
People need to sit down and cry in shame
Well you know it's nine below zero
And this woman done put me down for another man

I gave her all my money
All my lovin' and everything
Yes, I gave her all my money
All my lovin' and everything
Well you know it's nine below zero
And she done put me down for another man

She lied to me
She did not tell me everything
Oh yeah, oh yeah, she lied to me
The little girl didn't tell me everything
Well you know I'm nine below zero
And she put me down for another man


Ain't this a pity?
People need sit down and cry in shame
Oh yes, ain't this a pity?
People need to sit down and cry in shame
She waited 'til it got nine below zero
And this little girl done put me down for another man

(Somebody gotta help me now)
(I can't do it by myself)

I'm gonna retire down in Luisiana
Layin' out there in the pourin' rain, in the swamps too
I'm gonna retire down in Luisiana
Layin' out there in the pourin' rain
You know it's nine below zero here in Chicago
And my love don't mean a thing
""","1.0","0.107","https://p.scdn.co/mp3-preview/33a5917110d1231323a28b76ba8a4c57c79fce55?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Another Lifetime"
"3Wf1vDINGWnE5I9Rv0S6CS","https://api.spotify.com/v1/tracks/3Wf1vDINGWnE5I9Rv0S6CS","67gKjCVyTCfEwlWmQb62uX","5.0","2.0","['702smBYudOzBmjHChanIuZ']","0.833","-8.782","0.678","0.794","Fresh Finds: Basement","0.0844","26.0","0.0934","117.992","418202.0","0.00224","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","-99","1.0","0.907","https://p.scdn.co/mp3-preview/5c2e5dc8b708c7015cb20aaa5fa1900213f2b979?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Schuhu's Groove"
"4plnlguZE2nUY46FLYAr7m","https://api.spotify.com/v1/tracks/4plnlguZE2nUY46FLYAr7m","7efF3kKWZRqUmj0HSSjpgG","0.0","4.0","['2joJCoCL4EmiVqic3vZn7n', '1VULYBfWerkoDij9s1T0Si']","0.624","-6.626","0.504","0.472","Encore","0.0264","41.0","0.129","93.297","191627.0","0.000124","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Right this way
The room's full to burst
Whatever you say
Gotta quench that thirst

I got a little secret for you
It's in a magazine
You got an image to keep safe
Bitten nails stay clean, yeah

Now talk the loudest with a clenched fist
Top of a hit list, gag a witness
It takes a fat lip to run a tight ship
Just talk the loudest with a clenched fist

Flash your winning smile
Let your eyes work the room
These people are here for you
You're the bride, you're the groom

I got a little secret for you
It's in a magazine
You got an image to keep safe
Bitten nails stay clean, yeah

Now talk the loudest with a clenched fist
Top of a hit list, gag a witness
It takes a fat lip to run a tight ship
Just talk the loudest with a clenched fist
Yeah, you talk the loudest


Now talk the loudest with a clenched fist
Top of a hit list, gag a witness
It takes a fat lip to run a tight ship
Now talk the loudest, you're making them sing, you're making them sing

It don't mean a thing, it don't mean a thing
You're making them sing, you're making them sing
It don't mean a thing, it don't mean a thing
You're making them sing, you're making them sing
It don't mean a thing, it don't mean a, don't mean a, don't mean a thing
It don't mean a thing
""","1.0","0.0521","https://p.scdn.co/mp3-preview/b7d0ca7400f5f92529fc21f82ac2fc5c3668e7ba?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Shadow People (feat. Emmanuelle Seigner)"
"4NhMUkEpsULXOphJ7b3aXY","https://api.spotify.com/v1/tracks/4NhMUkEpsULXOphJ7b3aXY","1qBIawNlWPB2UNg54APcNo","5.0","10.0","['5IDs1CK15HegSAhGEbSYXo']","0.937","-5.699","0.708","0.627","""12"""""" Classics""","0.0834","35.0","0.211","117.09","413627.0","0.0624","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']""","""
Baby, oh, baby
We're going out tonight
Meet me 10.30
And we'll get into fly
(What are we gonna do?) We're going to a party
(2nd and 52) That's where we gonna start
(Saturday afternoon) Girl, I love the city
(Gonna get funk with you) We'll tear the place apart
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Oooh, babe
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Let's go!
Baby, oh, baby
I'm feeling mighty hot
Touch me, I'm yearning
Fot something that you got
(Temperature moving up) Feel the freaky power
(Takin' it to the top) Hey, babe, we're gettin' down
(When are we gonna stop?) Count the zero hour
(Rhythm ain't gonna drop) It's the partiest place in town
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Well, well, well, well, babe
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Ow, let's go!
Are you ready, are you ready
Are you ready to go, are you ready to go? (Are you ready?)
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
(Temperature moving up) Oh, feel the freaky power
(Takin' it to the top) Babe, we're gettin' down
(When are we gonna stop?) Count the zero hour
(Rhythm ain't gonna drop) It's the partiest place in town
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Oooh, babe
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Well, well, well
Are you ready, are you ready to go, are you ready?
Are you ready?
Are you ready, are you ready to go, are you ready?
Are you ready?
Are you ready, are you ready to go, are you ready?
Oh, baby
Are you ready, are you ready to go, are you ready?
Oho!
We're goin' to a party
Goin' out tonight
Meet me at 10.30, baby
Feel ready to fight!
Are you ready?
Ohoho
Are you ready?
Baby, baby, baby, are you ready?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
Are you ready, are you ready
Are you ready to go, are you ready to go?
(Temperature moving up) Oh, feel the boogie power
(Takin' it to the top) Babe, we're gettin' down
(When are we gonna stop?) Count the zero hour
(Rhythm ain't gonna drop) It's the partiest place in town
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Oooh, babe
Are you ready, are you ready to go, are you ready?
Are you ready to go?
Are you ready, are you ready to go, are you ready?
Well, well, well
Are you ready, are you ready to go, are you ready?
Are you ready?
Are you ready, are you ready to go, are you ready?
Are you ready?
Are you ready, are you ready to go, are you ready?
Oh, baby
Are you ready, are you ready to go, are you ready?
Oho!
Are you ready, are you ready to go, are you ready?
""","1.0","0.442","https://p.scdn.co/mp3-preview/bf59248a679c23199630db9e23d77979e3b630b7?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Are You Ready"
"4sE2anVBJPm2ioNaj5dQ6Q","https://api.spotify.com/v1/tracks/4sE2anVBJPm2ioNaj5dQ6Q","6VnGrMN60psDm1jK3QuzKb","6.0","1.0","['5J2qT1nG9IYIKTcTcl451D']","0.422","-9.895","0.765","0.826","Nação Reggae","0.0349","41.0","0.318","120.045","239920.0","0.529","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""
My brother não vá
Entrar nesse mar
Não vai, não vai não
Hoje vamos ter, que ver o surf da beira
Tem rede no mar
Já faz tanto tempo que soltam as redes
Em qualquer lugar
No pier também tem chumbada na cabeça
Esqueça
Sou pescador é paz e amor
Cuidado com essa rede no mar
Se você ver, que o mar tá bom
Só quero meu cantinho pra surfar (BIS)
My brother não vá
Entrar nesse mar
Não vai, não vai não
Hoje vamos ter, que ver o surf da beira
Tem rede no mar
Já faz tanto tempo que soltam as redes
Em qualquer lugar
No móli também tem pedrada na cabeça
Esqueça
Sou pescador é paz e amor
Cuidado com essa rede no mar
Se você ver, que o mar tá bom
Só quero meu cantinho pra surfar (BIS)
No móli também tem pedrada na cabeça
Esqueça
Sou pescador é paz e amor
Cuidado com essa rede no mar
Se você ver, que o mar tá bom
Só quero meu cantinho pra surfar (BIS)
""","1.0","2.74e-05","https://p.scdn.co/mp3-preview/f753f5c3048167eda9368985954e8e5901ac325e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Dia de Praia"
"1LIPyl9jbqlf7vBfTOFeoB","https://api.spotify.com/v1/tracks/1LIPyl9jbqlf7vBfTOFeoB","430wIrp3EmPzGJU4jcuPFX","1.0","1.0","['51IT5y05qux2Um4bPUxzX6', '4yUqy7ZriHOrcenY7R63et']","0.678","-5.363","0.459","0.6","Pop Rising","0.0331","71.0","0.0707","134.077","150448.0","0.015","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

Oh, I'm in a drop top, riding fast
Red lights, man, that's what I pass
200 up on my dash, hoping I won't ever crash
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash
Oh, I'm in a drop top, speeding
Smoking blunts for no reason
Fighting off all my demons, I'm just tryna get even
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash

Splash like the Splash Bros
I'm high like an astro
All this ice up on my wrist
Made shorty wanna smash though
Balling, check my stats, hoe
I ball like Steve Nash though
My crib look like a castle
I got bread like I'm Castro
They say I got mad flow
Got that from my dad though
I just got that bag though
Now my ex is sad, hoe
You a jit no tadpole
My dick long like flagpoles
Ten toes, never slack though
All I know is stacks bro

Oh, I'm in a drop top, riding fast
Red lights, man, that's what I pass
200 up on my dash, hoping I won't ever crash
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash
Oh, I'm in a drop top, speeding
Smoking blunts for no reason
Fighting off all my demons, I'm just tryna get even
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash

Stack it up, stack it up, stack it up more
Stack it up, stack it up, stack it up more
I don't pop no molly
I'm like Jay, rocking Tom Ford
Cut her off if I get bored
I'm high, just watch me soar
I'm hopping out that two door
I'm hopping out that two door

Oh, I'm in a drop top, riding fast
Red lights, man, that's what I pass
200 up on my dash, hoping I won't ever crash
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash
Oh, I'm in a drop top, speeding
Smoking blunts for no reason
Fighting off all my demons, I'm just tryna get even
I won't ever come in last, I'm tryna make all the cash
I'm tryna make all the cash
Shoot my shot and watch it splash
""","1.0","0.0","https://p.scdn.co/mp3-preview/8e662a3d35836b7df9806bd4a47916205ead9579?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Splash"
"40xzicig31ksgFNvDJ2usQ","https://api.spotify.com/v1/tracks/40xzicig31ksgFNvDJ2usQ","5ixfws3clLJYNv7G1WXtH2","9.0","4.0","['5n9GpZoADUf74D92NYi6CN']","0.549","-12.075","0.303","0.613","The Lectures of Joseph Campbell","0.888","15.0","0.159","133.228","163292.0","0.77","""['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']""","""

I am good, I am grounded
Davy says that I look taller
But I can’t get my head around it
I keep feeling smaller and smaller
I need my girl
I need my girl

Remember when you lost your shit and
Drove the car into the garden?
You got out and said, """"""I’m sorry""""""
To the vines and no one saw it
I need my girl
I need my girl

I’m under the gun again
I know I was a 45-percenter then
I know I was a lot of things

But I am good, I am grounded
Davy says that I look taller
But I can’t get my head around it
I keep feeling smaller and smaller
I need my girl
I need my girl

There’s some things that I should never
Laugh about in front of family
I tried to call you from the party
It’s full of punks and cannonballers
I need my girl
I need my girl

I’m under the gun again
I know I was a 45-percenter then
I know I was a lot of things

But I am good, I am grounded
Davy says that I look taller
I can’t get my head around it
I keep feeling smaller and smaller
I keep feeling smaller and smaller
I keep feeling smaller and smaller
""","1.0","0.0016","https://p.scdn.co/mp3-preview/6e45188b7cf01b56cff23da38fbd507de553d839?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c","Eons Come and Go: The Round of Existence"
