"id","track_id","total_tracks","external_urls","album_type","available_markets","artist_id","images","release_date","name","release_date_precision"
"0mzgGcTIPJj8NjynhRaJJG","1Ysuvc96XOjKFzGjlbA03d","1.0","{'spotify': 'https://open.spotify.com/album/0mzgGcTIPJj8NjynhRaJJG'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","3RBOewcm7cYn3IhFBxkQ2J","[{'height': 640, 'url': 'https://i.scdn.co/image/76162aa270bb856e0fbae81c0b683cda786c59bd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/1ef2f504bdd36e2e0f4d7832d4fdc6955693dc6e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ce2b1585aee8e6080a7e1d986e3c4095f199d428', 'width': 64}]","2017-01-11","Midnight Highway","day"
"1fbOKMrgb1xV2it4nE41jm","2VxItoS2Zw3hytTbVkle85","42.0","{'spotify': 'https://open.spotify.com/album/1fbOKMrgb1xV2it4nE41jm'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0zqOzoVbIJ0lVElM6v56ij","[{'height': 560, 'url': 'https://i.scdn.co/image/6100bfe92b69181d25a1f6d29bf09aa10d3874b7', 'width': 640}, {'height': 262, 'url': 'https://i.scdn.co/image/51463367853d444dd8e2ef47edceb64bd8d9a9ad', 'width': 300}, {'height': 56, 'url': 'https://i.scdn.co/image/e6a72f7fbf4522cde2a87bc6bdf388d37a67b2e3', 'width': 64}]","2002-01-01","Aniara","day"
"0oMeqnwjAgZJhl2mTyi31c","4PoMOFwptVBWUVs1KzYXBm","15.0","{'spotify': 'https://open.spotify.com/album/0oMeqnwjAgZJhl2mTyi31c'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6AyvSIi2EyLOaMJCc6J5fZ","[{'height': 640, 'url': 'https://i.scdn.co/image/c14352d9fb8c94ebd69291b602eb1655ab38f24f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/7c755a0eadd995794924054c2891dc74f0be12f7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/feeffe04fdfa2b63440c981d34ac25f9554e53b0', 'width': 64}]","2014-10-28","Principio (Ao Vivo)","day"
"2QJlLwFDG1z3jr7Os4ekkp","1jKFMct4mQD0WHtpM25fAu","1.0","{'spotify': 'https://open.spotify.com/album/2QJlLwFDG1z3jr7Os4ekkp'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","2C0Cu6wbLYQyXl8MDwH2JE","[{'height': 640, 'url': 'https://i.scdn.co/image/52aab97791bcae14ac54c92a04c83f455ecdf7d2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ed229274f8cca8e434cca72c236c531568395ba9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/a0f42e2f64b5b82085f83b4bde71d676591611ba', 'width': 64}]","2019-03-15","Us","day"
"7l4zlulPS0PHKJlWrmhHfz","5SUFSVEQP9JlIX3GlcjD1s","1.0","{'spotify': 'https://open.spotify.com/album/7l4zlulPS0PHKJlWrmhHfz'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6hklWMmuUtnCmSq5jh2mQl","[{'height': 640, 'url': 'https://i.scdn.co/image/792a81c3aa001c30a27cafb96470467009947fb0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/738871678922b336fcb864038cd79fca1bb7b80d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/2061b1a969af9fbf72fa3039d1714f063e8ede06', 'width': 64}]","2019-02-01","Who's Gonna Love You (feat. Zagata)","day"
"7sGGGUDd6LjNoYOvVFiqj2","01MVOl9KtVTNfFiBU9I7dc","6.0","{'spotify': 'https://open.spotify.com/album/7sGGGUDd6LjNoYOvVFiqj2'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5zeCSgiRyezbfLiGOpKAsR","[{'height': 640, 'url': 'https://i.scdn.co/image/fc99be8ffd9b81f79302045064c6f9e99aa2986b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/87cb561ff3ae6840b6f83220c17fbf861a391d3f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/738df00bb75a8c6bed9930a1c9e194c8f86660f3', 'width': 64}]","2018-04-20","Days I Will Remember","day"
"29zyqYXwLn4nNTPkRNSOuJ","7DbbEaULNuEe95sxVJFwXQ","26.0","{'spotify': 'https://open.spotify.com/album/29zyqYXwLn4nNTPkRNSOuJ'}","album","['CA', 'US']","1hCkSJcXREhrodeIHQdav8","[{'height': 640, 'url': 'https://i.scdn.co/image/6ead2fc533a2bcf1c5295382c638cadf56fd4fcb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/3afa86913b17d20f4bb920531e9f4952f40469e7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/36a2c6bc6bbe63b625fd8ee1570b119acef016e5', 'width': 64}]","2016-06-24","Game of Thrones: Season 6 (Music from the HBO® Series)","day"
"0IUCAsckpNyV4wHKIHQawC","3eR23VReFzcdmS7TYCrhCe","1.0","{'spotify': 'https://open.spotify.com/album/0IUCAsckpNyV4wHKIHQawC'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']","23fqKkggKUBHNkbKtXEls4","[{'height': 640, 'url': 'https://i.scdn.co/image/fa723e93606cb5b5d5d14a01c397807bdc05ef1f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e4ff86d36eb8a8842f7fce8295c64cc60fa21c18', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/46e5641fd12fb297801f987137d193c3548a3654', 'width': 64}]","2017-02-16","It Ain't Me (with Selena Gomez)","day"
"2QqXEMvd5g3Cah6nlEQGWM","1Zig6j5sFMIWvEkpluyCPF","1.0","{'spotify': 'https://open.spotify.com/album/2QqXEMvd5g3Cah6nlEQGWM'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6x2A1plCACc4NHUpQm90EO","[{'height': 640, 'url': 'https://i.scdn.co/image/6fcd56e029f2d9f3c09c3d5a128b2f6fd3fea2e9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9cdc88b9baec1d745c13586357e323d766a1b0d6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e909e9fdb5d26f66883dc927df8231641d5c28fc', 'width': 64}]","2019-02-01","Svolvaer","day"
"47svgVhdLaB00HOKFc4Bo8","4b5ZExCNFsRktZRUN6zdUt","21.0","{'spotify': 'https://open.spotify.com/album/47svgVhdLaB00HOKFc4Bo8'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1mNcebzTg5QlHEY4WYhLSm","[{'height': 640, 'url': 'https://i.scdn.co/image/f63c78781c80285ccfa3a0d47e4c5cb0f3fa1204', 'width': 639}, {'height': 300, 'url': 'https://i.scdn.co/image/91758778c81ae390c4c9bf255ac0e6ef5bb49ef2', 'width': 299}, {'height': 64, 'url': 'https://i.scdn.co/image/785a60ec7853f164366f0414ce349996cf5502da', 'width': 64}]","1995-01-30","The Voice of Langston Hughes","day"
"6VnGrMN60psDm1jK3QuzKb","4sE2anVBJPm2ioNaj5dQ6Q","1.0","{'spotify': 'https://open.spotify.com/album/6VnGrMN60psDm1jK3QuzKb'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5J2qT1nG9IYIKTcTcl451D","[{'height': 640, 'url': 'https://i.scdn.co/image/1649d0905f2a90ebc57e68a2336d41ecc9da902b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/dffa00a88dad5b47122124cc8e954cb20ed79c14', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ade4082926eb2f74b0c857677d30c8d7bf5cb936', 'width': 64}]","2017-02-17","Dia de Praia","day"
"5k2jCbsW9xx35lrvfNKRkK","0gmNaFkp954Aor9MyDikBp","1.0","{'spotify': 'https://open.spotify.com/album/5k2jCbsW9xx35lrvfNKRkK'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1rdXEdH8SRIqbuTbzQzd93","[{'height': 640, 'url': 'https://i.scdn.co/image/995071338f683fe59293b15972831e1bd4e2943a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/78162ebd257e363f99a27ba288468cc64465ba7f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9e28924e9e449a5f22b2b0162414c2c760d707fc', 'width': 64}]","2018-12-05","Cira, Regina e Nana","day"
"39j0mP1Vx1zRKMLMHhybw3","3nrVwwePAYIRzUNH9ig6mO","22.0","{'spotify': 'https://open.spotify.com/album/39j0mP1Vx1zRKMLMHhybw3'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","6J7biCazzYhU3gM9j1wfid","[{'height': 640, 'url': 'https://i.scdn.co/image/5fe41d7574419883ce894c3b059afeed56381b90', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e86077425500409f362d22cf53ade4b723316571', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f259a9ad5c260c9c6a9c54dbb06e914b866d63cb', 'width': 64}]","1996-09-09","Travelling Without Moving","day"
"7FZqapK0kXyC7Y6gnF5eBq","4E53ntRmgCqZ9OkGjDO0dN","1.0","{'spotify': 'https://open.spotify.com/album/7FZqapK0kXyC7Y6gnF5eBq'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1nMwu5ui0X2XYTRKGmCFJz","[{'height': 640, 'url': 'https://i.scdn.co/image/2319ecd32db99b84298953b5ece2e9a42b7f92af', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9b16f7c074a9a1689d31d33d3607d3ae53df80d7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e47bc33a4cbe1adfcdbda75c2e27f4e6095cd680', 'width': 64}]","2018-01-19","Feel Something (Famba Remix)","day"
"2f2rPU1tfQ5QpEz9S0iLZm","1KCRIpka7zPgYHAJZagVL4","8.0","{'spotify': 'https://open.spotify.com/album/2f2rPU1tfQ5QpEz9S0iLZm'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","47m9O7ZO0xLUBX51cfPdtp","[{'height': 640, 'url': 'https://i.scdn.co/image/9705820ae55f5104cbe5ff789fed9f2e486e3fb8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ffe02df6464d53fa5329be09b06f4440331f747f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f117b5cf69ec2c50bb99a6019e0f6284b81c7284', 'width': 64}]","2018-08-05","Guidance EP","day"
"61odYv9kH9Zv4rxDOUwlBl","61xsekswNv3eCOOwYGY6GH","11.0","{'spotify': 'https://open.spotify.com/album/61odYv9kH9Zv4rxDOUwlBl'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","2uyweLa0mvPZH6eRzDddeB","[{'height': 640, 'url': 'https://i.scdn.co/image/345d15d76b86b62544a13984b39b3a95116ac7c7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/a125dc54e0f1ab542060a2172fd6b9fcbe22c393', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/817d2f1628ea991077828246306beb93246caf85', 'width': 64}]","1987","Canta Once Grandes Exitos De Juan Gabriel","year"
"0kA4OpiO0iYJ0wH5kiejM4","1nh3bUbH8smaGxFTJdCCmn","14.0","{'spotify': 'https://open.spotify.com/album/0kA4OpiO0iYJ0wH5kiejM4'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","5qZm0evJAaQ0546qkSNHk2","[{'height': 640, 'url': 'https://i.scdn.co/image/6ac3df116dbb460a11c6c5a21966158baaaa69c4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/37436550b519336e33c01f32ea3b8d13437682dd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ff5769685b872732ee4329df79928f2134637ef1', 'width': 64}]","2011-08-01","The Shores of Lough Graney","day"
"1RgRE3WX8VIZddkLOhFk1J","2TRnGpS22VVPyepaQM1shZ","1.0","{'spotify': 'https://open.spotify.com/album/1RgRE3WX8VIZddkLOhFk1J'}","single","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","0sSB3cIRBuBGa1UXLsQtaw","[{'height': 640, 'url': 'https://i.scdn.co/image/8de7fcf3e93f0e5a76f3e5510d1dd4593c4248b7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/07565b5ed4a418b9ecdf86fdc885eb27301c80ca', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7accc5573fb996d5207a0d4cd66bb748c426b351', 'width': 64}]","2019-03-08","Things I've Learned (AUST Remix)","day"
"6a7aprjz2Fa38VG4UrdawI","0uS7eyvSfWmyVd2QSjcIBi","16.0","{'spotify': 'https://open.spotify.com/album/6a7aprjz2Fa38VG4UrdawI'}","album","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']","1ZRTbgZMGs9HTI6SpMkySa","[{'height': 640, 'url': 'https://i.scdn.co/image/62a154e45f81afe9fce6ade6033ae2e142472071', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/46016319a2ca9001d54911c1983397d27ecb84d9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/07626ed117dbf1b9fd64a86ca987f64767914a78', 'width': 64}]","1991-08-01","Brass Collection","day"
